transaction_id,account_id,amount,type,date
2357,268,631.32,withdrawal,2025-12-07
2358,84,497.09,withdrawal,2025-02-03
2359,151,1364.31,payment,2025-04-22
2360,145,164.31,payment,2025-06-06
2361,3,5316.22,deposit,2025-01-01
2362,26,154.96,withdrawal,2025-05-26
2363,258,9539.17,transfer,2025-05-19
2364,74,4348.91,transfer,2025-02-11
2365,149,369.76,transfer,2025-07-01
2366,128,6367.32,deposit,2025-02-20
2367,134,605.1,withdrawal,2025-03-30
2368,289,10199.9,deposit,2025-06-15
2369,297,6849.05,transfer,2025-04-13
2370,129,4192.31,transfer,2025-04-13
2371,155,103.89,withdrawal,2025-10-18
2372,237,3790.86,transfer,2025-08-12
2373,50,5289.39,transfer,2025-12-22
2374,161,479.01,withdrawal,2025-08-07
2375,239,14423.63,deposit,2025-08-25
2376,15,2872.69,payment,2025-08-04
2377,46,6171.33,transfer,2025-06-04
2378,125,144.73,withdrawal,2025-10-06
2379,290,72.47,withdrawal,2025-07-21
2380,65,10067.68,deposit,2025-08-25
2381,266,12596.01,deposit,2025-02-13
2382,29,833.3,withdrawal,2025-11-29
2383,55,602.45,withdrawal,2025-05-29
2384,290,10374.36,deposit,2025-02-01
2385,63,2106.21,payment,2025-09-22
2386,74,2089.22,deposit,2025-12-12
2387,80,635.67,withdrawal,2025-01-04
2388,249,1191.35,transfer,2025-01-01
2389,79,1561.87,payment,2025-05-07
2390,105,1423.86,payment,2025-09-16
2391,228,882.01,deposit,2025-03-04
2392,154,7281.61,deposit,2025-04-05
2393,121,825.25,withdrawal,2025-12-15
2394,225,1299.9,payment,2025-11-22
2395,12,1459.78,transfer,2025-12-03
2396,124,5139.57,transfer,2025-12-25
2397,280,4787.78,transfer,2025-05-29
2398,149,2877.48,payment,2025-09-10
2399,189,403.37,withdrawal,2025-12-24
2400,55,6282.6,deposit,2025-08-06
2401,76,853.85,payment,2025-03-03
2402,289,214.74,deposit,2025-06-05
2403,18,687.35,deposit,2025-07-01
2404,72,13242.24,deposit,2025-08-23
2405,142,2945.35,payment,2025-07-03
2406,257,3520.9,transfer,2025-12-28
2407,269,7720.03,deposit,2025-03-31
2408,78,662.81,withdrawal,2025-10-16
2409,174,10741.98,deposit,2025-03-13
2410,143,925.01,withdrawal,2025-02-04
2411,248,14440.2,deposit,2025-11-07
2412,93,146.83,withdrawal,2025-06-15
2413,298,592.8,withdrawal,2025-07-26
2414,35,93.42,payment,2025-03-23
2415,119,1997.46,payment,2025-09-13
2416,244,764.71,withdrawal,2025-05-02
2417,54,7295.22,transfer,2025-07-16
2418,216,190.47,payment,2025-05-09
2419,59,2541.17,payment,2025-02-07
2420,227,614.4,withdrawal,2025-01-16
2421,90,125.51,withdrawal,2025-08-19
2422,194,9889.27,transfer,2025-10-21
2423,285,1997.39,transfer,2025-09-09
2424,225,240.99,withdrawal,2025-03-24
2425,223,905.88,transfer,2025-01-13
2426,50,380.73,transfer,2025-03-13
2427,3,778.9,withdrawal,2025-10-18
2428,280,1025.43,payment,2025-12-16
2429,271,2892.55,deposit,2025-04-17
2430,293,7537.71,deposit,2025-07-02
2431,287,8025.88,transfer,2025-08-13
2432,219,13115.95,deposit,2025-10-19
2433,41,7834.75,transfer,2025-06-02
2434,52,1498.64,payment,2025-01-27
2435,277,42.09,withdrawal,2025-05-29
2436,129,10563.94,deposit,2025-02-04
2437,81,93.28,withdrawal,2025-10-22
2438,124,411.24,withdrawal,2025-01-30
2439,280,1750.4,payment,2025-05-15
2440,16,1017.45,payment,2025-05-14
2441,103,890.27,withdrawal,2025-01-31
2442,72,5493.52,transfer,2025-06-18
2443,32,4960.87,transfer,2025-10-16
2444,19,981.43,withdrawal,2025-08-02
2445,42,14201.68,deposit,2025-05-19
2446,22,111.62,payment,2025-09-17
2447,116,442.89,withdrawal,2025-06-05
2448,117,2794.08,payment,2025-01-14
2449,101,10245.02,deposit,2025-01-10
2450,283,829.5,deposit,2025-07-13
2451,65,10535.0,deposit,2025-10-09
2452,71,1316.67,payment,2025-11-12
2453,189,209.77,withdrawal,2025-08-12
2454,30,2358.73,transfer,2025-10-29
2455,6,4160.0,transfer,2025-10-02
2456,291,2972.86,payment,2025-01-08
2457,128,234.45,payment,2025-03-06
2458,225,2861.83,transfer,2025-06-10
2459,180,9980.98,transfer,2025-03-08
2460,204,9880.86,deposit,2025-12-03
2461,40,754.35,payment,2025-10-06
2462,106,10593.57,deposit,2025-07-02
2463,113,10711.35,deposit,2025-07-07
2464,283,871.59,withdrawal,2025-05-06
2465,270,332.48,withdrawal,2025-10-05
2466,258,166.72,payment,2025-07-30
2467,249,96.88,withdrawal,2025-03-12
2468,267,3084.15,transfer,2025-10-11
2469,108,1120.31,payment,2025-03-14
2470,19,6998.5,transfer,2025-11-29
2471,233,68.76,payment,2025-01-18
2472,139,596.48,withdrawal,2025-06-03
2473,44,840.88,payment,2025-11-09
2474,197,331.78,deposit,2025-07-15
2475,197,714.01,deposit,2025-04-16
2476,195,6616.26,transfer,2025-09-30
2477,27,50.68,withdrawal,2025-06-28
2478,14,924.24,withdrawal,2025-05-15
2479,111,1026.13,payment,2025-11-15
2480,223,11750.06,deposit,2025-01-30
2481,56,14289.48,deposit,2025-12-14
2482,148,6386.33,deposit,2025-10-18
2483,266,179.3,withdrawal,2025-07-15
2484,240,1362.13,transfer,2025-01-08
2485,144,103.83,withdrawal,2025-05-08
2486,278,350.78,withdrawal,2025-07-22
2487,20,374.46,withdrawal,2025-12-04
2488,129,377.3,payment,2025-10-19
2489,165,850.64,withdrawal,2025-08-16
2490,237,1322.53,payment,2025-08-27
2491,19,490.6,withdrawal,2025-10-12
2492,112,925.84,deposit,2025-02-10
2493,142,954.23,withdrawal,2025-08-14
2494,93,770.66,withdrawal,2025-05-22
2495,133,1951.98,deposit,2025-11-19
2496,90,8718.83,transfer,2025-12-02
2497,26,1188.74,transfer,2025-01-20
2498,95,8719.37,deposit,2025-01-22
2499,284,655.09,transfer,2025-05-13
2500,132,2036.77,payment,2025-06-30
2501,277,1803.73,payment,2025-06-29
2502,56,1523.28,payment,2025-02-27
2503,262,714.75,payment,2025-06-16
2504,293,832.56,withdrawal,2025-12-15
2505,213,1927.45,payment,2025-05-25
2506,74,982.99,payment,2025-07-04
2507,172,13466.01,deposit,2025-07-11
2508,241,629.48,withdrawal,2025-03-24
2509,189,876.16,payment,2025-03-18
2510,14,1829.07,payment,2025-06-10
2511,262,941.14,withdrawal,2025-07-13
2512,299,1972.89,payment,2025-03-18
2513,196,2865.76,payment,2025-04-25
2514,290,8107.56,deposit,2025-03-04
2515,271,1823.27,payment,2025-12-04
2516,269,4788.24,deposit,2025-04-10
2517,295,912.85,withdrawal,2025-06-18
2518,125,246.27,withdrawal,2025-06-11
2519,60,4477.82,transfer,2025-07-29
2520,186,1059.19,payment,2025-09-16
2521,40,660.26,withdrawal,2025-11-06
2522,118,11805.25,deposit,2025-04-28
2523,292,9260.88,transfer,2025-05-06
2524,209,6075.18,transfer,2025-05-27
2525,175,135.6,withdrawal,2025-07-29
2526,216,5781.32,transfer,2025-11-20
2527,102,8770.24,transfer,2025-01-08
2528,86,1258.78,payment,2025-10-11
2529,241,383.56,payment,2025-01-18
2530,221,2071.69,payment,2025-02-07
2531,68,13568.69,deposit,2025-07-01
2532,66,10469.08,deposit,2025-05-04
2533,151,1013.74,payment,2025-06-22
2534,56,225.89,payment,2025-07-01
2535,230,9480.94,deposit,2025-08-12
2536,149,10516.7,deposit,2025-04-04
2537,261,461.01,payment,2025-01-04
2538,190,5721.65,deposit,2025-08-13
2539,91,945.87,withdrawal,2025-02-19
2540,119,503.43,withdrawal,2025-01-25
2541,289,4314.6,deposit,2025-07-16
2542,164,9537.46,transfer,2025-01-22
2543,108,7811.07,deposit,2025-10-22
2544,161,1045.3,payment,2025-03-26
2545,61,288.37,withdrawal,2025-08-13
2546,115,2920.36,transfer,2025-05-13
2547,55,6681.01,transfer,2025-03-14
2548,50,5544.03,transfer,2025-09-18
2549,87,1797.18,payment,2025-01-21
2550,277,116.32,transfer,2025-01-14
2551,190,2854.28,transfer,2025-10-20
2552,219,7837.36,deposit,2025-08-21
2553,152,2150.17,payment,2025-03-03
2554,228,7424.17,deposit,2025-02-14
2555,71,737.0,withdrawal,2025-03-01
2556,182,2234.11,payment,2025-04-24
2557,39,173.59,withdrawal,2025-06-21
2558,142,9477.83,deposit,2025-09-20
2559,38,894.43,withdrawal,2025-01-20
2560,222,2797.44,payment,2025-09-24
2561,163,8422.24,transfer,2025-12-05
2562,19,741.51,payment,2025-10-28
2563,193,6749.81,transfer,2025-05-16
2564,241,4870.85,transfer,2025-04-06
2565,255,149.16,withdrawal,2025-11-22
2566,46,81.82,transfer,2025-02-04
2567,252,7114.41,transfer,2025-01-20
2568,215,621.11,withdrawal,2025-11-20
2569,299,6395.26,transfer,2025-09-05
2570,272,8785.0,transfer,2025-04-29
2571,150,7378.82,deposit,2025-11-19
2572,201,552.55,withdrawal,2025-06-01
2573,50,1168.06,transfer,2025-05-28
2574,215,4914.69,deposit,2025-12-06
2575,218,532.7,payment,2025-06-13
2576,59,703.03,withdrawal,2025-12-27
2577,66,12609.81,deposit,2025-09-08
2578,211,338.18,transfer,2025-05-18
2579,260,8903.62,transfer,2025-07-29
2580,32,276.37,withdrawal,2025-06-12
2581,211,12145.01,deposit,2025-08-06
2582,205,914.12,withdrawal,2025-05-18
2583,249,3431.42,transfer,2025-01-24
2584,158,6176.68,deposit,2025-10-21
2585,86,7806.54,transfer,2025-02-26
2586,169,6069.36,transfer,2025-01-11
2587,11,1399.28,deposit,2025-12-27
2588,171,771.51,withdrawal,2025-10-11
2589,33,1558.35,payment,2025-07-05
2590,275,9852.91,transfer,2025-10-02
2591,203,2937.37,transfer,2025-03-24
2592,192,425.13,withdrawal,2025-10-11
2593,128,113.04,payment,2025-01-11
2594,270,1506.99,payment,2025-09-06
2595,22,2866.74,transfer,2025-01-13
2596,118,386.09,transfer,2025-03-05
2597,194,2011.34,deposit,2025-05-19
2598,44,226.3,payment,2025-12-27
2599,213,49.15,payment,2025-10-05
2600,78,2208.94,payment,2025-07-20
2601,100,789.08,withdrawal,2025-08-06
2602,263,909.95,payment,2025-08-23
2603,104,796.49,payment,2025-12-02
2604,296,5679.88,deposit,2025-08-08
2605,48,9670.52,transfer,2025-10-15
2606,143,4302.12,deposit,2025-12-26
2607,274,3854.96,transfer,2025-09-12
2608,202,767.45,withdrawal,2025-02-25
2609,232,5799.9,transfer,2025-01-13
2610,204,4498.5,transfer,2025-09-02
2611,289,1930.24,payment,2025-06-20
2612,74,290.69,payment,2025-03-28
2613,107,8921.47,deposit,2025-02-12
2614,73,9266.5,deposit,2025-08-31
2615,268,636.38,transfer,2025-09-10
2616,130,4706.25,deposit,2025-06-22
2617,78,967.72,payment,2025-10-17
2618,209,808.09,payment,2025-04-18
2619,288,8206.55,deposit,2025-06-10
2620,121,472.14,withdrawal,2025-09-05
2621,264,2764.09,payment,2025-08-06
2622,40,1952.87,deposit,2025-01-07
2623,83,502.76,payment,2025-08-13
2624,59,2657.08,payment,2025-09-11
2625,88,2140.99,deposit,2025-10-08
2626,215,188.41,deposit,2025-03-02
2627,223,725.54,withdrawal,2025-12-13
2628,139,622.8,withdrawal,2025-07-10
2629,289,1458.1,transfer,2025-09-25
2630,105,528.99,withdrawal,2025-05-09
2631,242,3198.73,deposit,2025-06-19
2632,70,5267.57,transfer,2025-08-31
2633,6,427.98,withdrawal,2025-03-18
2634,241,2979.96,payment,2025-01-03
2635,160,2032.71,transfer,2025-02-18
2636,276,4998.98,deposit,2025-02-01
2637,240,714.38,transfer,2025-11-22
2638,287,3482.33,transfer,2025-01-08
2639,99,298.5,withdrawal,2025-08-07
2640,300,379.93,withdrawal,2025-07-26
2641,131,820.89,transfer,2025-03-20
2642,53,2835.86,transfer,2025-05-15
2643,289,384.48,payment,2025-09-25
2644,197,584.14,withdrawal,2025-10-31
2645,142,3179.14,deposit,2025-01-02
2646,119,958.82,transfer,2025-11-11
2647,76,1689.94,transfer,2025-01-01
2648,166,2688.38,payment,2025-01-27
2649,71,6409.82,deposit,2025-08-30
2650,168,510.37,withdrawal,2025-03-02
2651,124,5690.78,deposit,2025-07-17
2652,243,325.53,withdrawal,2025-09-25
2653,163,2650.44,payment,2025-04-20
2654,86,717.12,withdrawal,2025-08-12
2655,287,7376.9,deposit,2025-05-09
2656,62,9798.78,deposit,2025-04-02
2657,13,858.26,withdrawal,2025-12-10
2658,178,3246.01,deposit,2025-10-14
2659,98,5644.38,deposit,2025-01-06
2660,101,5446.82,deposit,2025-04-10
2661,3,341.88,withdrawal,2025-07-08
2662,130,1822.29,payment,2025-01-18
2663,141,6004.5,deposit,2025-12-23
2664,130,632.77,withdrawal,2025-10-20
2665,16,14958.61,deposit,2025-11-20
2666,233,2647.88,deposit,2025-11-28
2667,280,119.39,payment,2025-01-15
2668,79,8715.59,transfer,2025-03-09
2669,43,12519.26,deposit,2025-03-03
2670,29,9580.3,deposit,2025-02-01
2671,161,2574.38,payment,2025-05-23
2672,100,1001.33,payment,2025-12-11
2673,163,9061.96,transfer,2025-10-28
2674,188,2821.93,payment,2025-07-26
2675,214,199.54,payment,2025-09-14
2676,76,102.29,withdrawal,2025-08-16
2677,23,616.36,withdrawal,2025-12-19
2678,259,2635.87,deposit,2025-01-02
2679,160,569.35,withdrawal,2025-03-02
2680,175,8544.19,deposit,2025-12-23
2681,45,1368.02,deposit,2025-02-16
2682,94,561.05,payment,2025-10-30
2683,11,7897.93,transfer,2025-04-22
2684,192,1265.06,deposit,2025-05-07
2685,158,7486.71,transfer,2025-03-09
2686,159,1141.03,payment,2025-05-27
2687,92,157.62,withdrawal,2025-06-11
2688,212,8360.99,transfer,2025-05-20
2689,103,9793.82,transfer,2025-05-13
2690,226,110.56,withdrawal,2025-07-01
2691,297,361.88,withdrawal,2025-11-25
2692,268,12451.03,deposit,2025-12-18
2693,88,2849.25,payment,2025-10-27
2694,198,5402.59,transfer,2025-04-18
2695,223,653.09,withdrawal,2025-12-16
2696,148,3454.7,transfer,2025-09-15
2697,283,108.94,withdrawal,2025-04-18
2698,133,4703.5,transfer,2025-01-17
2699,60,4778.34,transfer,2025-08-28
2700,166,572.49,withdrawal,2025-12-04
2701,18,707.26,withdrawal,2025-11-19
2702,184,480.46,payment,2025-09-01
2703,172,654.92,withdrawal,2025-02-21
2704,96,320.15,withdrawal,2025-08-28
2705,280,7532.85,transfer,2025-08-13
2706,234,10977.78,deposit,2025-08-31
2707,125,728.91,withdrawal,2025-11-04
2708,173,10194.41,deposit,2025-06-03
2709,21,7643.57,transfer,2025-09-17
2710,56,6417.12,deposit,2025-05-18
2711,296,8916.49,deposit,2025-03-25
2712,263,9227.42,transfer,2025-11-02
2713,269,9517.36,transfer,2025-10-18
2714,72,6650.89,transfer,2025-01-28
2715,47,797.01,withdrawal,2025-03-14
2716,178,5970.11,deposit,2025-08-24
2717,1,2044.05,transfer,2025-03-30
2718,155,98.77,withdrawal,2025-05-01
2719,105,1398.0,deposit,2025-05-06
2720,79,24.85,withdrawal,2025-03-23
2721,177,1415.05,payment,2025-12-18
2722,202,9132.69,transfer,2025-12-09
2723,193,10608.05,deposit,2025-02-19
2724,199,3217.65,transfer,2025-03-10
2725,205,900.06,withdrawal,2025-12-12
2726,218,8035.02,deposit,2025-06-27
2727,251,668.97,payment,2025-11-08
2728,92,3722.87,transfer,2025-06-24
2729,257,1833.65,payment,2025-07-23
2730,40,1423.9,transfer,2025-04-07
2731,23,3054.28,transfer,2025-02-17
2732,174,9827.97,deposit,2025-08-06
2733,78,324.87,withdrawal,2025-12-12
2734,247,786.75,payment,2025-08-04
2735,92,4012.25,transfer,2025-09-22
2736,55,12103.12,deposit,2025-06-27
2737,52,12063.08,deposit,2025-01-07
2738,83,146.16,withdrawal,2025-09-17
2739,197,223.25,deposit,2025-12-01
2740,206,11581.83,deposit,2025-06-05
2741,218,747.22,withdrawal,2025-03-01
2742,231,785.38,withdrawal,2025-12-31
2743,172,129.44,withdrawal,2025-04-02
2744,218,13061.2,deposit,2025-02-10
2745,77,1014.66,payment,2025-12-29
2746,133,5173.22,transfer,2025-11-11
2747,233,775.73,deposit,2025-05-25
2748,21,2604.35,payment,2025-08-24
2749,188,2668.05,payment,2025-12-18
2750,190,437.19,withdrawal,2025-12-12
2751,152,1630.53,payment,2025-04-02
2752,151,428.72,withdrawal,2025-08-17
2753,167,643.26,withdrawal,2025-11-02
2754,58,737.27,withdrawal,2025-09-30
2755,203,1793.57,transfer,2025-10-01
2756,49,7281.53,transfer,2025-11-21
2757,253,13396.11,deposit,2025-06-26
2758,235,9191.81,transfer,2025-09-26
2759,292,657.58,deposit,2025-06-17
2760,191,444.52,payment,2025-11-23
2761,52,7713.85,deposit,2025-02-10
2762,173,434.08,withdrawal,2025-01-12
2763,95,727.16,withdrawal,2025-02-10
2764,222,2381.97,payment,2025-10-20
2765,134,623.27,withdrawal,2025-10-04
2766,125,1125.84,payment,2025-08-31
2767,111,4158.06,deposit,2025-12-19
2768,96,511.53,withdrawal,2025-01-24
2769,205,6798.17,transfer,2025-05-20
2770,3,3146.69,deposit,2025-08-01
2771,67,281.71,withdrawal,2025-11-03
2772,163,667.86,payment,2025-01-10
2773,167,684.04,transfer,2025-05-28
2774,236,9539.85,deposit,2025-06-18
2775,278,7160.26,deposit,2025-10-13
2776,7,353.78,withdrawal,2025-06-27
2777,228,4646.38,transfer,2025-09-13
2778,108,6746.21,transfer,2025-05-11
2779,207,1983.79,payment,2025-10-20
2780,41,8441.82,deposit,2025-06-26
2781,43,7492.71,transfer,2025-09-29
2782,190,305.99,withdrawal,2025-06-11
2783,232,491.99,deposit,2025-11-16
2784,300,6261.44,transfer,2025-10-17
2785,221,14937.6,deposit,2025-01-12
2786,146,14845.72,deposit,2025-07-12
2787,276,3815.37,transfer,2025-03-05
2788,50,3313.67,deposit,2025-02-26
2789,293,195.05,withdrawal,2025-03-23
2790,206,5312.77,deposit,2025-04-22
2791,215,333.02,withdrawal,2025-07-05
2792,55,512.26,withdrawal,2025-09-30
2793,201,8597.61,transfer,2025-09-11
2794,238,829.62,withdrawal,2025-08-19
2795,81,4030.54,transfer,2025-01-02
2796,273,767.68,withdrawal,2025-12-02
2797,89,1153.14,payment,2025-12-01
2798,215,6183.89,deposit,2025-11-22
2799,15,1428.79,transfer,2025-11-14
2800,258,1800.71,payment,2025-07-29
2801,12,617.62,withdrawal,2025-03-27
2802,292,10281.23,deposit,2025-07-09
2803,12,8303.26,deposit,2025-04-09
2804,83,5567.51,deposit,2025-05-03
2805,90,14060.26,deposit,2025-04-13
2806,166,2965.17,transfer,2025-01-16
2807,106,6914.93,deposit,2025-12-17
2808,228,7977.7,transfer,2025-08-25
2809,257,2412.04,payment,2025-06-19
2810,82,4649.01,transfer,2025-02-05
2811,4,2047.66,payment,2025-07-28
2812,267,12939.43,deposit,2025-02-06
2813,214,885.69,withdrawal,2025-10-03
2814,62,1318.37,payment,2025-01-31
2815,150,12433.2,deposit,2025-01-21
2816,187,10763.54,deposit,2025-09-19
2817,226,11821.98,deposit,2025-02-23
2818,75,762.78,withdrawal,2025-10-24
2819,58,3696.32,transfer,2025-12-03
2820,174,9134.1,transfer,2025-09-05
2821,108,115.18,withdrawal,2025-11-25
2822,38,13492.97,deposit,2025-09-09
2823,126,355.59,withdrawal,2025-12-19
2824,228,791.63,withdrawal,2025-12-25
2825,133,602.54,withdrawal,2025-03-13
2826,76,45.42,withdrawal,2025-07-09
2827,289,719.53,withdrawal,2025-06-07
2828,82,485.78,withdrawal,2025-08-14
2829,151,7450.15,transfer,2025-12-22
2830,66,6094.12,transfer,2025-07-16
2831,132,328.65,transfer,2025-04-19
2832,299,165.4,withdrawal,2025-01-07
2833,133,726.72,withdrawal,2025-09-22
2834,208,9295.98,deposit,2025-03-29
2835,177,5892.0,transfer,2025-09-14
2836,161,390.42,withdrawal,2025-09-06
2837,87,2672.04,deposit,2025-07-14
2838,8,1030.39,payment,2025-06-08
2839,106,1543.38,transfer,2025-11-08
2840,62,3597.19,transfer,2025-08-24
2841,292,2520.73,payment,2025-09-26
2842,117,3667.43,transfer,2025-01-17
2843,205,2856.32,payment,2025-09-17
2844,35,562.22,withdrawal,2025-10-01
2845,276,2911.46,payment,2025-01-29
2846,229,2484.69,transfer,2025-04-04
2847,126,6911.89,transfer,2025-08-22
2848,91,2938.24,payment,2025-05-17
2849,283,109.53,withdrawal,2025-04-08
2850,33,5249.45,transfer,2025-02-01
2851,107,2477.21,transfer,2025-10-25
2852,245,1519.14,deposit,2025-01-27
2853,164,593.3,payment,2025-03-01
2854,227,1430.73,payment,2025-02-21
2855,278,6003.02,transfer,2025-06-03
2856,292,1747.23,payment,2025-02-27
2857,227,5909.93,transfer,2025-11-22
2858,234,758.98,payment,2025-07-28
2859,139,9485.37,deposit,2025-06-18
2860,260,7737.29,deposit,2025-11-27
2861,154,869.92,withdrawal,2025-05-08
2862,175,684.29,withdrawal,2025-09-15
2863,159,1716.48,deposit,2025-04-04
2864,250,961.03,payment,2025-09-18
2865,241,2488.81,deposit,2025-02-03
2866,222,112.68,withdrawal,2025-08-15
2867,176,1976.28,transfer,2025-02-25
2868,119,3106.64,transfer,2025-06-06
2869,164,1588.61,deposit,2025-06-03
2870,108,3271.47,transfer,2025-04-09
2871,203,8530.95,transfer,2025-11-09
2872,81,957.57,withdrawal,2025-08-31
2873,214,244.15,withdrawal,2025-05-15
2874,242,383.38,withdrawal,2025-06-06
2875,171,832.65,withdrawal,2025-06-11
2876,231,436.79,withdrawal,2025-07-21
2877,214,2287.86,payment,2025-07-26
2878,29,5336.5,deposit,2025-03-13
2879,234,39.09,withdrawal,2025-12-27
2880,104,6637.44,transfer,2025-05-12
2881,151,43.21,withdrawal,2025-08-07
2882,196,566.91,withdrawal,2025-04-13
2883,111,12853.23,deposit,2025-02-24
2884,39,1646.16,transfer,2025-09-03
2885,241,2344.78,payment,2025-07-19
2886,250,2837.42,transfer,2025-11-07
2887,193,308.81,payment,2025-11-24
2888,176,547.14,withdrawal,2025-08-13
2889,146,1418.16,payment,2025-02-07
2890,167,12373.44,deposit,2025-03-19
2891,154,5640.27,transfer,2025-08-13
2892,126,581.28,withdrawal,2025-12-05
2893,134,695.78,withdrawal,2025-03-13
2894,35,958.06,withdrawal,2025-07-04
2895,229,1882.19,transfer,2025-08-28
2896,117,5464.95,deposit,2025-04-12
2897,133,611.54,withdrawal,2025-01-12
2898,72,1928.51,payment,2025-08-07
2899,203,11981.55,deposit,2025-09-28
2900,31,35.88,withdrawal,2025-08-12
2901,17,794.33,withdrawal,2025-09-09
2902,145,641.69,withdrawal,2025-02-08
2903,290,2922.81,payment,2025-02-27
2904,273,7995.98,transfer,2025-02-14
2905,294,9169.97,deposit,2025-04-08
2906,38,12275.45,deposit,2025-08-27
2907,232,6521.91,transfer,2025-02-07
2908,94,464.97,withdrawal,2025-12-21
2909,222,1207.39,payment,2025-05-31
2910,4,332.13,deposit,2025-04-26
2911,166,2299.9,deposit,2025-04-25
2912,300,541.72,withdrawal,2025-12-01
2913,103,895.38,withdrawal,2025-10-23
2914,79,7741.27,transfer,2025-04-16
2915,158,1053.92,transfer,2025-10-01
2916,21,5423.76,transfer,2025-02-05
2917,168,929.9,withdrawal,2025-12-03
2918,107,3064.15,transfer,2025-08-06
2919,139,9366.21,transfer,2025-04-22
2920,182,416.25,payment,2025-08-14
2921,64,430.09,deposit,2025-04-17
2922,195,1343.2,payment,2025-07-24
2923,102,7721.29,transfer,2025-10-30
2924,64,2907.89,payment,2025-09-17
2925,297,492.83,payment,2025-04-18
2926,62,11122.6,deposit,2025-07-03
2927,163,2905.17,deposit,2025-02-16
2928,260,488.42,withdrawal,2025-09-18
2929,58,291.37,deposit,2025-07-14
2930,216,14425.45,deposit,2025-02-21
2931,182,946.82,withdrawal,2025-02-03
2932,223,244.77,withdrawal,2025-12-26
2933,44,13145.33,deposit,2025-01-09
2934,141,64.46,withdrawal,2025-05-08
2935,91,388.21,payment,2025-03-21
2936,72,11446.2,deposit,2025-02-01
2937,108,384.27,withdrawal,2025-08-01
2938,81,2627.68,deposit,2025-09-23
2939,78,3682.43,transfer,2025-02-26
2940,84,1495.18,payment,2025-06-06
2941,207,910.8,withdrawal,2025-05-16
2942,165,2350.89,payment,2025-06-19
2943,15,561.63,deposit,2025-03-15
2944,209,1620.73,payment,2025-11-03
2945,269,1623.82,transfer,2025-01-08
2946,179,966.63,transfer,2025-02-03
2947,58,6993.28,deposit,2025-08-01
2948,275,2059.36,deposit,2025-11-05
2949,1,486.72,withdrawal,2025-05-12
2950,66,663.25,withdrawal,2025-07-07
2951,50,7417.39,deposit,2025-10-20
2952,101,2232.15,transfer,2025-03-08
2953,74,6609.14,transfer,2025-02-18
2954,207,889.18,withdrawal,2025-02-23
2955,128,2544.17,transfer,2025-12-04
2956,155,716.25,withdrawal,2025-08-25
2957,267,764.7,withdrawal,2025-03-09
2958,168,5652.82,deposit,2025-03-16
2959,297,2245.07,payment,2025-07-17
2960,25,9796.33,transfer,2025-01-08
2961,74,2506.96,payment,2025-05-02
2962,83,4871.86,deposit,2025-10-20
2963,247,12872.32,deposit,2025-04-07
2964,296,6808.96,deposit,2025-04-20
2965,233,554.96,withdrawal,2025-03-02
2966,144,350.51,withdrawal,2025-04-06
2967,131,810.85,withdrawal,2025-09-07
2968,282,9965.56,deposit,2025-12-09
2969,176,81.86,withdrawal,2025-07-07
2970,219,2894.44,payment,2025-03-06
2971,49,9752.12,transfer,2025-02-26
2972,62,143.77,withdrawal,2025-06-27
2973,158,6570.65,deposit,2025-02-12
2974,259,4005.7,transfer,2025-09-19
2975,100,8408.13,transfer,2025-04-24
2976,9,7347.45,transfer,2025-07-01
2977,270,5650.69,transfer,2025-09-29
2978,269,2401.78,payment,2025-07-05
2979,277,6952.26,transfer,2025-09-29
2980,86,175.57,withdrawal,2025-12-15
2981,85,8440.23,transfer,2025-03-19
2982,277,12881.51,deposit,2025-05-23
2983,26,4482.62,deposit,2025-09-25
2984,216,7046.66,deposit,2025-03-11
2985,154,229.24,payment,2025-12-29
2986,285,224.58,withdrawal,2025-11-10
2987,35,2266.73,payment,2025-03-13
2988,74,12345.5,deposit,2025-05-05
2989,201,6478.54,transfer,2025-07-20
2990,100,8351.57,transfer,2025-02-06
2991,116,157.63,withdrawal,2025-07-25
2992,64,2098.02,transfer,2025-03-14
2993,142,30.55,withdrawal,2025-03-02
2994,267,533.76,withdrawal,2025-11-18
2995,242,6621.19,transfer,2025-06-02
2996,64,2347.47,deposit,2025-06-24
2997,140,1147.6,payment,2025-05-11
2998,58,6417.36,deposit,2025-03-28
2999,250,240.14,withdrawal,2025-02-22
3000,46,256.47,withdrawal,2025-12-07
3001,254,6354.03,deposit,2025-11-23
3002,54,845.48,withdrawal,2025-05-22
3003,129,431.25,withdrawal,2025-05-09
3004,183,43.71,payment,2025-09-06
3005,125,3359.75,deposit,2025-08-11
3006,137,2991.92,payment,2025-12-29
3007,250,9119.09,deposit,2025-12-08
3008,196,1806.98,payment,2025-10-30
3009,51,356.83,payment,2025-05-03
3010,185,12238.49,deposit,2025-01-21
3011,178,12790.88,deposit,2025-10-21
3012,268,2820.89,payment,2025-11-18
3013,222,652.04,payment,2025-04-03
3014,13,116.83,withdrawal,2025-07-31
3015,15,12748.98,deposit,2025-05-10
3016,184,365.33,withdrawal,2025-05-08
3017,142,11766.46,deposit,2025-06-16
3018,235,773.24,withdrawal,2025-03-24
3019,108,745.89,withdrawal,2025-06-28
3020,89,12856.86,deposit,2025-06-20
3021,181,3199.51,transfer,2025-06-06
3022,52,1920.16,payment,2025-06-10
3023,255,7577.82,transfer,2025-04-14
